Date,RegionID,RegionName,State,Metro,County,City,SizeRank,Zhvi,MoM,QoQ,YoY,,
12/31/2017,100165,99216,WA,Spokane,Spokane,Spokane Valley,3629,207100,0.005339806,0.016192345,0.107486631,,
12/31/2017,89710,72704,AR,Fayetteville,Washington,Fayetteville,3630,180600,0.005567929,0.01631964,0.046956522,,
12/31/2017,73619,35806,AL,Huntsville,Madison,Huntsville,3631,200700,0.002998501,0.002497502,0.038282462,,
12/31/2017,92639,78728,TX,Austin,Travis,Austin,3632,257700,0.004678363,0.018979834,0.066197766,,
12/31/2017,93310,80234,CO,Denver,Adams,Westminster,3633,350600,0.001142204,0.008340523,0.066626103,,
12/31/2017,82469,55811,MN,Duluth,Saint Louis,Duluth,3634,184400,-0.002704164,0.004904632,0.03712036,,
12/31/2017,62090,11379,NY,New York,Queens,New York,3635,718200,-0.002777006,0.002932551,0.056642636,,
12/31/2017,58499,1821,MA,Boston,Middlesex,Billerica,3636,432300,0.00511509,0.022227477,0.100840336,,
12/31/2017,79024,48161,MI,Monroe,Monroe,Monroe Township,3637,133100,0.003770739,0.017584098,0.057188245,,
12/31/2017,97938,95032,CA,San Jose,Santa Clara,Los Gatos,3638,1811500,0.020218518,0.067849564,0.155809354,,
12/31/2017,96524,91791,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,West Covina,3639,608800,0.008614977,0.018741633,0.067508329,,
12/31/2017,96936,92595,CA,Riverside,Riverside,Wildomar,3640,395600,-0.002521432,0.00841193,0.05380927,,
12/31/2017,74512,37849,TN,Knoxville,Knox,Powell,3641,163700,0.007384615,0.027620841,0.067840835,,
12/31/2017,71969,32401,FL,Panama City,Bay,Panama City,3642,111300,0.007239819,0.025806452,0.044090056,,
12/31/2017,81302,53222,WI,Milwaukee,Milwaukee,Milwaukee,3643,124600,0.000803213,0.00483871,0.024671053,,
12/31/2017,73008,34116,FL,Naples,Collier,Golden Gate,3644,251500,0.009229535,0.026530612,0.068394223,,
12/31/2017,67545,23116,VA,Richmond,Hanover,Mechanicsville,3645,296500,0.001689189,0.009533538,0.036713287,,
12/31/2017,88911,71105,LA,Shreveport,Caddo,Shreveport,3646,161300,-0.001856436,-0.015863331,-0.00799508,,
12/31/2017,82127,55126,MN,Minneapolis-St Paul,Ramsey,Shoreview,3647,273600,-0.001459854,-0.00109529,0.036363636,,
12/31/2017,97106,93035,CA,Ventura,Ventura,Oxnard,3648,593700,0.001518219,0.01782959,0.063597277,,
12/31/2017,99597,98146,WA,Seattle,King,Burien,3649,450800,0.002446075,0.028284672,0.142422707,,
12/31/2017,94273,83687,ID,Boise City,Canyon,Nampa,3650,170400,0.001175088,0.022195561,0.116644823,,
12/31/2017,79145,48335,MI,Detroit,Oakland,Farmington Hills,3651,278500,-0.002149767,0.00650524,0.078621224,,
12/31/2017,77036,44136,OH,Cleveland,Cuyahoga,Strongsville,3652,210000,-0.002849003,0.002386635,0.076371092,,
12/31/2017,62214,11735,NY,New York,Nassau,Farmingdale,3653,421400,0.008133971,0.02605308,0.070630081,,
12/31/2017,86997,65775,MO,West Plains,Howell,West Plains,3654,115300,0.0069869,0.013181019,-0.003457217,,
12/31/2017,85080,61615,IL,Peoria,Peoria,Peoria,3655,154900,-0.005138086,-0.012117347,-0.053756872,,
12/31/2017,88177,68801,NE,Grand Island,Hall,Grand Island,3656,136500,0.014115899,0.029411765,0.07480315,,
12/31/2017,78731,47712,IN,Evansville,Vanderburgh,Evansville,3657,107600,-0.002780352,-0.002780352,0.043646945,,
12/31/2017,78244,46750,IN,Huntington,Huntington,Huntington,3658,79500,-0.005006258,-0.003759398,-0.00250941,,
12/31/2017,60432,6776,CT,Torrington,Litchfield,Town of New Milford,3659,257800,0.009397024,0.035757332,0.020990099,,
12/31/2017,97761,94555,CA,San Francisco,Alameda,Fremont,3660,1006700,0.016150197,0.044511309,0.101783955,,
12/31/2017,80980,52405,IA,Cedar Rapids,Linn,Cedar Rapids,3661,132900,0,-0.00075188,0.058964143,,
12/31/2017,71181,30534,GA,Atlanta,Dawson,Dawsonville,3662,215700,0.004657662,0.018413598,0.11761658,,
12/31/2017,95078,85742,AZ,Tucson,Pima,Tucson,3663,209400,0.007215007,0.031019202,0.092331768,,
12/31/2017,89531,72404,AR,Jonesboro,Craighead,Jonesboro,3664,161000,-0.003712871,-0.008009858,0.028753994,,
12/31/2017,86291,64030,MO,Kansas City,Jackson,Grandview,3665,119000,0.011904762,0.04020979,0.132254995,,
12/31/2017,84030,59404,MT,Great Falls,Cascade,Great Falls,3666,187600,0.011866235,0.033608815,0.037037037,,
12/31/2017,93475,80602,CO,Denver,Adams,Thornton,3667,428900,-0.001396973,0.000233209,0.014667613,,
12/31/2017,77291,44685,OH,Akron,Summit,Green,3668,179200,0.003359462,0.009009009,0.041860465,,
12/31/2017,79572,49085,MI,Niles,Berrien,Saint Joseph,3669,182000,0.000549753,0.011111111,0.104368932,,
12/31/2017,77190,44460,OH,Salem,Columbiana,Salem,3670,104200,-0.001915709,-0.001915709,0.094537815,,
12/31/2017,90786,75234,TX,Dallas-Fort Worth,Dallas,Farmers Branch,3671,207700,-0.001442308,0.017140059,0.081770833,,
12/31/2017,98049,95219,CA,Stockton,San Joaquin,Stockton,3672,377700,0.009083623,0.015049718,0.080995993,,
12/31/2017,60474,6851,CT,Stamford,Fairfield,Norwalk,3673,400600,0.000249688,0.0009995,-0.012083847,,
12/31/2017,70795,30008,GA,Atlanta,Cobb,Marietta,3674,156100,0.007746934,0.023606557,0.075809786,,
12/31/2017,399686,97086,OR,Portland,Clackamas,Happy Valley,3675,491300,0,-0.001828525,0.027394396,,
12/31/2017,72388,33056,FL,Miami-Fort Lauderdale,Miami-Dade,Miami Gardens,3676,230700,-0.001730852,0.030370701,0.15813253,,
12/31/2017,69402,27545,NC,Raleigh,Wake,Knightdale,3677,180400,0.005013928,0.018058691,0.076372315,,
12/31/2017,81325,53403,WI,Racine,Racine,Racine,3678,106700,-0.026459854,-0.03960396,0.087665647,,
12/31/2017,99506,98021,WA,Seattle,Snohomish,Bothell,3679,600300,0.009925976,0.034108527,0.159104074,,
12/31/2017,78591,47408,IN,Bloomington,Monroe,Bloomington,3680,192500,-0.003107198,0.019597458,0.087570621,,
12/31/2017,87749,67801,KS,Dodge City,Ford,Dodge City,3681,103200,-0.003861004,-0.011494253,0.044534413,,
12/31/2017,69923,28401,NC,Wilmington,New Hanover,Wilmington,3682,133900,0.003748126,0.022918258,0.090390879,,
12/31/2017,72448,33145,FL,Miami-Fort Lauderdale,Miami-Dade,Miami,3683,378600,-0.008121561,-0.002897024,-0.008381351,,
12/31/2017,65945,19468,PA,Philadelphia,Montgomery,Limerick,3684,245500,0.001223491,0.005735354,0.022064946,,
12/31/2017,76533,43119,OH,Columbus,Franklin,Columbus,3685,166000,0.010346926,0.03362391,0.097157964,,
12/31/2017,95837,89141,NV,Las Vegas,Clark,Las Vegas,3686,302200,0.002321725,0.02440678,0.105744603,,
12/31/2017,70602,29617,SC,Greenville,Greenville,Greenville,3687,130900,0.00925212,0.033149171,0.106508876,,
12/31/2017,66213,20111,VA,Washington,Manassas Park City,Manassas Park,3688,321800,0.003117207,0.023211447,0.035392535,,
12/31/2017,63856,15044,PA,Pittsburgh,Allegheny,Richland Township,3689,268300,0.001867065,0.009405568,0.027575642,,
12/31/2017,99126,97212,OR,Portland,Multnomah,Portland,3690,690100,0.00685731,0.000870196,-0.013014874,,
12/31/2017,94929,85353,AZ,Phoenix,Maricopa,Phoenix,3691,205600,0.005378973,0.024925224,0.086106709,,
12/31/2017,96111,90260,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Lawndale,3692,551300,0.003458318,0.015098509,0.058970419,,
12/31/2017,100195,99337,WA,Kennewick,Benton,Kennewick,3693,254700,0.003150847,0.016766467,0.115637319,,
12/31/2017,64992,17257,PA,Chambersburg,Franklin,Southampton Township,3694,169600,0.007724302,0.016177352,0.027256208,,
12/31/2017,97417,93706,CA,Fresno,Fresno,Fresno,3695,134500,0.002235469,0.020485584,0.097959184,,
12/31/2017,87423,67037,KS,Wichita,Sedgwick,Derby,3696,176600,0.004550626,0.008566533,0.038212816,,
12/31/2017,78030,46214,IN,Indianapolis,Marion,Indianapolis,3697,122300,0.014096186,0.032939189,0.090990187,,
12/31/2017,82298,55448,MN,Minneapolis-St Paul,Anoka,Coon Rapids,3698,221500,0.005447118,0.007276035,0.080487805,,
12/31/2017,95156,86301,AZ,Prescott,Yavapai,Prescott,3699,298200,0.002016129,0.007092199,0.052223006,,
12/31/2017,93298,80222,CO,Denver,Denver,Denver,3700,415000,0.005085977,0.012195122,0.067112368,,
12/31/2017,78052,46240,IN,Indianapolis,Marion,Indianapolis,3701,207000,-0.002890173,-0.000965251,-0.000482859,,
12/31/2017,88714,70634,LA,De Ridder,Beauregard,Deridder,3702,143600,0.00209351,0.01340861,0.05899705,,
12/31/2017,67131,22041,VA,Washington,Fairfax,Falls Church,3703,309000,0.002595717,0.002270516,0.000323729,,
12/31/2017,98944,96813,HI,Urban Honolulu,Honolulu,Honolulu,3704,621700,0.006475635,0.018512451,0.058392918,,
12/31/2017,69780,28217,NC,Charlotte,Mecklenburg,Charlotte,3705,120300,0.01347936,0.039757995,0.106715731,,
12/31/2017,67323,22602,VA,Winchester,Frederick,Winchester,3706,237300,-0.007943144,-0.005865103,0.055604982,,
12/31/2017,72862,33852,FL,Sebring,Highlands,Lake Placid,3707,128200,0.007069914,0.02724359,0.052545156,,
12/31/2017,72775,33712,FL,Tampa,Pinellas,Saint Petersburg,3708,133400,0.0152207,0.036519037,0.327363184,,
12/31/2017,61017,8226,NJ,Ocean City,Cape May,Ocean City,3709,525600,0.00228833,0.017224695,0.050359712,,
12/31/2017,72244,32819,FL,Orlando,Orange,Doctor Phillips,3710,285700,0.003512469,0.008115737,0.023280802,,
12/31/2017,75559,40205,KY,Louisville/Jefferson County,Jefferson,Louisville,3711,263200,-0.001896094,-0.007915567,0.011529593,,
12/31/2017,96913,92555,CA,Riverside,Riverside,Moreno Valley,3712,366000,0.001642036,0.019214703,0.084444444,,
12/31/2017,77531,45240,OH,Cincinnati,Hamilton,Forest Park,3713,128100,0.003918495,0.028915663,0.101461737,,
12/31/2017,91194,76020,TX,Dallas-Fort Worth,Tarrant,Azle,3714,175800,0.004571429,0.002280502,0.065454545,,
12/31/2017,70651,29673,SC,Greenville,Greenville,Piedmont,3715,143200,0.00280112,0.010585745,0.027259684,,
12/31/2017,58657,2143,MA,Boston,Middlesex,Somerville,3716,668800,0.004958678,0.01811539,0.07265437,,
12/31/2017,100013,98901,WA,Yakima,Yakima,Yakima,3717,171700,-0.0029036,-0.000582072,0.052083333,,
12/31/2017,93267,80138,CO,Denver,Douglas,Parker,3718,488200,0.005561277,0.022408377,0.084647856,,
12/31/2017,77196,44483,OH,Youngstown,Trumbull,Warren,3719,68100,0.005908419,0.020989505,0.087859425,,
12/31/2017,97985,95117,CA,San Jose,Santa Clara,San Jose,3720,1279200,0.025246453,0.08360864,0.225052672,,
12/31/2017,85606,62650,IL,Jacksonville,Morgan,Jacksonville,3721,92200,0.003264418,0.016538037,0.053714286,,
12/31/2017,89900,73069,OK,Oklahoma City,Cleveland,Norman,3722,133200,0.005283019,0.020689655,0.011389522,,
12/31/2017,72332,32963,FL,Vero Beach,Indian River,Vero Beach,3723,581200,0.001896225,0.016794962,0.036931311,,
12/31/2017,69655,28001,NC,Albemarle,Stanly,Albemarle,3724,110500,-0.001806685,-0.007187781,0.000905797,,
12/31/2017,86350,64111,MO,Kansas City,Jackson,Kansas City,3725,181600,0.008328706,0.026568683,0.103951368,,
12/31/2017,82477,55904,MN,Rochester,Olmsted,Rochester,3726,171500,0.001752336,0.027561414,0.10931436,,
12/31/2017,75671,40403,KY,Richmond,Madison,Berea,3727,143100,-0.00209205,0.017057569,0.17295082,,
12/31/2017,91236,76087,TX,Dallas-Fort Worth,Parker,Weatherford,3728,252000,0,-0.027402547,0.020242915,,
12/31/2017,89301,72015,AR,Little Rock,Saline,Benton,3729,122700,0.004091653,0.0225,0.073490814,,
12/31/2017,99011,97005,OR,Portland,Washington,Beaverton,3730,341200,0.005896226,0.017899761,0.066916823,,
12/31/2017,90231,74017,OK,Tulsa,Rogers,Claremore,3731,109600,0.006427916,0.027179007,0.007352941,,
12/31/2017,88808,70791,LA,Baton Rouge,East Baton Rouge,Zachary,3732,210300,0.000951928,0.025853659,0.070229008,,
12/31/2017,72642,33487,FL,Miami-Fort Lauderdale,Palm Beach,Boca Raton,3733,413500,-0.006725919,-0.004573905,0.020987654,,
12/31/2017,72575,33408,FL,Miami-Fort Lauderdale,Palm Beach,North Palm Beach,3734,327700,0,0.014551084,0.022464899,,
12/31/2017,87676,67601,KS,Hays,Ellis,Hays,3735,146500,-0.004755435,-0.003401361,-0.031084656,,
12/31/2017,92356,78260,TX,San Antonio,Bexar,San Antonio,3736,311600,0.0016072,-0.006694294,0.011359948,,
12/31/2017,93279,80202,CO,Denver,Denver,Denver,3737,500000,0.007658202,0.011531459,0.040582726,,
12/31/2017,67611,23236,VA,Richmond,Chesterfield,Chesterfield,3738,219500,-0.003178928,0.003199269,0.036844591,,
12/31/2017,79203,48433,MI,Flint,Genesee,Flushing Township,3739,138700,0.027407407,0.066102998,0.135954136,,
12/31/2017,72652,33510,FL,Tampa,Hillsborough,Brandon,3740,182400,0.006067292,0.020705092,0.079289941,,
12/31/2017,84385,60134,IL,Chicago,Kane,Geneva,3741,328200,0.002137405,0.007985258,0.024024961,,
12/31/2017,66593,20740,MD,Washington,Prince Georges,College Park,3742,301500,-0.001324942,-0.005278786,-0.010502133,,
12/31/2017,88640,70517,LA,Lafayette,Saint Martin,Breaux Bridge,3743,141400,0.004975124,-0.070959264,0.062359128,,
12/31/2017,77535,45244,OH,Cincinnati,Hamilton,Dry Run,3744,249500,0.007266855,0.027594728,0.052298608,,
12/31/2017,74348,37379,TN,Chattanooga,Hamilton,Soddy-Daisy,3745,171100,-0.001167542,0.008249853,0.057478368,,
12/31/2017,84333,60077,IL,Chicago,Cook,Skokie,3746,244600,-0.004477004,-0.016090105,0.040408337,,
12/31/2017,97799,94596,CA,San Francisco,Contra Costa,Walnut Creek,3747,1005200,0.008022463,0.019782895,0.059555181,,
12/31/2017,64935,17109,PA,Harrisburg,Dauphin,Progress,3748,144700,0,0.006258693,0.004163775,,
12/31/2017,67245,22405,VA,Washington,Spotsylvania,Fredericksburg,3749,264500,0.003795066,0.006468798,0.01224646,,
12/31/2017,90960,75503,TX,Texarkana,Bowie,Texarkana,3750,147100,0.000680272,0.00136147,0.065170167,,
12/31/2017,72668,33541,FL,Tampa,Pasco,Zephyrhills West,3751,177100,-0.002253521,0.013157895,0.038100821,,
12/31/2017,89944,73119,OK,Oklahoma City,Oklahoma,Oklahoma City,3752,60400,-0.006578947,-0.013071895,0.098181818,,
12/31/2017,72616,33455,FL,Port St. Lucie,Martin,Hobe Sound,3753,285200,0.007773852,0.018207783,0.027377522,,
12/31/2017,79735,49418,MI,Grand Rapids,Kent,Grandville,3754,194600,-0.00307377,0.000514139,0.057608696,,
12/31/2017,62280,11901,NY,New York,Suffolk,Riverhead,3755,353600,0.001983565,0.013761468,0.090684762,,
12/31/2017,84319,60061,IL,Chicago,Lake,Vernon Hills,3756,309800,0.002588997,-0.003858521,-0.018066561,,
12/31/2017,78687,47591,IN,Vincennes,Knox,Vincennes,3757,84000,-0.003558719,0.007194245,-0.038901602,,
12/31/2017,86374,64138,MO,Kansas City,Jackson,Raytown,3758,109700,0.01199262,0.041785375,0.182112069,,
12/31/2017,60477,6854,CT,Stamford,Fairfield,Norwalk,3759,339800,0.008009493,0.027828191,0.052012384,,
12/31/2017,90793,75241,TX,Dallas-Fort Worth,Dallas,Dallas,3760,108500,0.011183597,0.034318398,0.167922497,,
12/31/2017,76765,43606,OH,Toledo,Lucas,Toledo,3761,110300,0.000907441,0.003639672,0.043519395,,
12/31/2017,59202,3801,NH,Boston,Rockingham,Portsmouth,3762,395300,0.003554202,0.019339866,0.063206025,,
12/31/2017,84544,60510,IL,Chicago,Kane,Batavia,3763,285300,0.000701508,0.007059654,0.021848138,,
12/31/2017,84923,61350,IL,Ottawa,La Salle,Ottawa,3764,107900,-0.014611872,-0.036607143,0.008411215,,
12/31/2017,96503,91763,CA,Riverside,San Bernardino,Montclair,3765,402700,0.006246877,0.013591744,0.061972574,,
12/31/2017,70799,30012,GA,Atlanta,Rockdale,Conyers,3766,115000,0.032315978,0.06284658,0.153460381,,
12/31/2017,84652,60655,IL,Chicago,Cook,Chicago,3767,228500,0.005721831,0.014653641,0.027890238,,
12/31/2017,81305,53225,WI,Milwaukee,Milwaukee,Milwaukee,3768,110100,0.006398537,0.026095061,0.063768116,,
12/31/2017,97084,93004,CA,Ventura,Ventura,Ventura,3769,565000,0.004265908,0.018018018,0.052533532,,
12/31/2017,66568,20708,MD,Washington,Prince Georges,Laurel,3770,337200,0.001187648,0.003571429,0.009580838,,
12/31/2017,58530,1880,MA,Boston,Middlesex,Wakefield,3771,526200,0.003815338,0.021350932,0.078720787,,
12/31/2017,76575,43206,OH,Columbus,Franklin,Columbus,3772,93100,0.041387025,0.097877358,0.11497006,,
12/31/2017,78952,48076,MI,Detroit,Oakland,Southfield,3773,185400,0.001620746,0.015890411,0.106865672,,
12/31/2017,87874,68127,NE,Omaha,Douglas,Omaha,3774,165700,0.008520998,0.027278363,0.058785942,,
12/31/2017,65792,19125,PA,Philadelphia,Philadelphia,Philadelphia,3775,246200,0.000813008,0.011503698,0.091796009,,
12/31/2017,69717,28104,NC,Charlotte,Union,Stallings,3776,301900,0.002324037,0.007340674,0.026172672,,
12/31/2017,96631,92081,CA,San Diego,San Diego,Vista,3777,549200,0.004205522,0.011418048,0.062076968,,
12/31/2017,93197,80005,CO,Denver,Jefferson,Arvada,3778,418700,0.001674641,0.008915663,0.053863579,,
12/31/2017,87131,66215,KS,Kansas City,Johnson,Lenexa,3779,223100,0.009045681,0.022456462,0.055345317,,
12/31/2017,96280,91030,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,South Pasadena,3780,1216800,-0.010409889,-0.006856024,0.08140775,,
12/31/2017,74671,38135,TN,Memphis,Shelby,Bartlett,3781,174300,0.003454231,0.010434783,0.049367851,,
12/31/2017,59116,3431,NH,Keene,Cheshire,Keene,3782,172000,0.005847953,0.02994012,0.052631579,,
12/31/2017,94475,84115,UT,Salt Lake City,Salt Lake,South Salt Lake,3783,211200,0.011494253,0.027737226,0.112164297,,
12/31/2017,96267,91006,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Arcadia,3784,1112900,-0.006250558,0.003697691,0.080275675,,
12/31/2017,71063,30345,GA,Atlanta,Barrow,Statham,3785,436000,0.006463527,0.015370284,0.05594575,,
12/31/2017,78021,46202,IN,Indianapolis,Marion,Indianapolis,3786,208100,0.010194175,0.036354582,0.124257158,,
12/31/2017,94285,83713,ID,Boise City,Ada,Boise,3787,225100,-0.009242958,-0.004862953,0.082732083,,
12/31/2017,85872,63028,MO,St. Louis,Jefferson,Festus,3788,151300,0.005315615,0.015436242,0.050694444,,
12/31/2017,77503,45212,OH,Cincinnati,Hamilton,Norwood,3789,128200,-0.003885004,0.022328549,0.030546624,,
12/31/2017,65248,17901,PA,Pottsville,Schuylkill,Pottsville,3790,67700,-0.004411765,-0.013119534,0.005943536,,
12/31/2017,96212,90712,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Lakewood,3791,569900,0.005469301,0.018406004,0.076705082,,
12/31/2017,66263,20175,VA,Washington,Loudoun,Leesburg,3792,491600,0.001018123,0.005316973,0.016963177,,
12/31/2017,72769,33706,FL,Tampa,Pinellas,Saint Pete Beach,3793,376200,0.002398082,0.003735326,0.066931367,,
12/31/2017,61090,8520,NJ,Trenton,Mercer,East Windsor,3794,253900,0.008339952,0.034215886,0.069052632,,
12/31/2017,58444,1605,MA,Worcester,Worcester,Worcester,3795,227500,0.009764758,0.026161479,0.068075117,,
12/31/2017,85076,61611,IL,Peoria,Tazewell,East Peoria,3796,119600,0.001675042,-0.000835422,-0.018062397,,
12/31/2017,96289,91101,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Pasadena,3797,533000,0.009278546,0.023622047,0.060907643,,
12/31/2017,73357,35173,AL,Birmingham,Jefferson,Trussville,3798,223700,0.003139013,0.0154335,0.03660797,,
12/31/2017,78293,46815,IN,Fort Wayne,Allen,Fort Wayne,3799,120300,0,0.012626263,0.059911894,,
12/31/2017,99677,98271,WA,Seattle,Snohomish,Marysville,3800,335400,0.008418521,0.022249314,0.113545817,,
12/31/2017,74437,37716,TN,Knoxville,Anderson,Clinton,3801,127100,-0.001571092,0.001576044,0.094745909,,
12/31/2017,71525,31410,GA,Savannah,Chatham,Wilmington Island,3802,247400,0.006509357,0.012689316,0.083661848,,
12/31/2017,72357,33019,FL,Miami-Fort Lauderdale,Broward,Hollywood,3803,365600,-0.0035432,0.001643836,0.001918334,,
12/31/2017,98368,95677,CA,Sacramento,Placer,Rocklin,3804,424400,0.003784295,0.010716837,0.07443038,,
12/31/2017,85735,62864,IL,Mount Vernon,Jefferson,Mount Vernon,3805,67300,-0.00148368,-0.00443787,-0.023222061,,
12/31/2017,91323,76240,TX,Gainesville,Cooke,Gainesville,3806,123600,-0.003225806,-0.012779553,0.067357513,,
12/31/2017,88614,70461,LA,New Orleans,Saint Tammany,Slidell,3807,191000,-0.002610966,-0.010875194,0.008980454,,
12/31/2017,67030,21771,MD,Baltimore,Carroll,Mount Airy,3808,399800,-0.001498501,0,0.027763496,,
12/31/2017,70054,28590,NC,Greenville,Pitt,Winterville,3809,148700,0.002021563,0.015017065,0.010190217,,
12/31/2017,88814,70805,LA,Baton Rouge,East Baton Rouge,Baton Rouge,3810,90200,-0.01420765,-0.01420765,0.040369089,,
12/31/2017,75596,40258,KY,Louisville/Jefferson County,Jefferson,Pleasure Ridge Park,3811,121300,0.001651528,0.007475083,0.054782609,,
12/31/2017,60946,8055,NJ,Philadelphia,Burlington,Medford,3812,329900,-0.000605877,-0.004826546,0.002126367,,
12/31/2017,70348,29169,SC,Columbia,Lexington,West Columbia,3813,123800,-0.002417405,-0.001612903,0.021452145,,
12/31/2017,79470,48906,MI,Lansing,Ingham,Lansing,3814,93900,0.010764263,0.030735456,0.108618654,,
12/31/2017,97127,93105,CA,Santa Maria-Santa Barbara,Santa Barbara,Santa Barbara,3815,1106300,0.008845523,0.039560233,0.039462558,,
12/31/2017,60366,6514,CT,New Haven,New Haven,Hamden,3816,167900,0.004186603,0.019429265,0.057971014,,
12/31/2017,98242,95492,CA,Santa Rosa,Sonoma,Windsor,3817,613000,0.012386457,0.032681941,0.088036919,,
12/31/2017,82279,55429,MN,Minneapolis-St Paul,Hennepin,Brooklyn Center,3818,181400,0.010584958,0.024858757,0.056493885,,
12/31/2017,71549,31522,GA,Brunswick,Glynn,Saint Simons Island,3819,359100,-0.000556638,0.016129032,0.053079179,,
12/31/2017,90686,75092,TX,Sherman,Grayson,Sherman,3820,158800,-0.0105919,-0.048532055,-0.005635567,,
12/31/2017,93258,80129,CO,Denver,Douglas,Highlands Ranch,3821,441600,0.005693464,0.017277125,0.05570165,,
12/31/2017,72645,33496,FL,Miami-Fort Lauderdale,Palm Beach,Boca Raton,3822,368200,-0.002708559,-0.005671078,0.000543478,,
12/31/2017,79177,48390,MI,Detroit,Oakland,Commerce Township,3823,192800,-0.000518403,0.000518941,0.055281883,,
12/31/2017,96173,90605,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,South Whittier,3824,493400,0.004274374,0.016481253,0.059480352,,
12/31/2017,79879,49707,MI,Alpena,Alpena,Alpena,3825,84400,0.008363202,0.021791768,0.019323671,,
12/31/2017,72730,33629,FL,Tampa,Hillsborough,Tampa,3826,517500,0.013712047,0.040619344,0.071872411,,
12/31/2017,62265,11793,NY,New York,Nassau,Wantagh,3827,465800,0.000644468,-0.000429185,0.023061718,,
12/31/2017,73923,36542,AL,Daphne,Baldwin,Gulf Shores,3828,243600,0.016694491,0.023529412,0.044149164,,
12/31/2017,60529,7013,NJ,New York,Passaic,Clifton,3829,342900,-0.001165162,0.010014728,0.046064674,,
12/31/2017,65809,19142,PA,Philadelphia,Philadelphia,Philadelphia,3830,73800,0.015130674,0.033613445,0.101492537,,
12/31/2017,91071,75766,TX,Jacksonville,Cherokee,Jacksonville,3831,81800,0.003680982,-0.00486618,0.055483871,,
12/31/2017,74657,38119,TN,Memphis,Shelby,Memphis,3832,178500,0.007905138,0.025272832,0.085766423,,
12/31/2017,78485,47203,IN,Columbus,Bartholomew,Columbus,3833,160100,0.007551919,0.026940346,0.033570045,,
12/31/2017,84636,60636,IL,Chicago,Cook,Chicago,3834,88000,0.013824885,0.074481074,0.213793103,,
12/31/2017,84287,60018,IL,Chicago,Cook,Des Plaines,3835,246200,0.000406339,-0.000406009,0.012335526,,
12/31/2017,74659,38122,TN,Memphis,Shelby,Memphis,3836,59800,0.015280136,0.032815199,0.049122807,,
12/31/2017,72710,33607,FL,Tampa,Hillsborough,Tampa,3837,164300,0.006740196,0.030094044,0.144150418,,
12/31/2017,71886,32233,FL,Jacksonville,Duval,Atlantic Beach,3838,268900,0.021268515,0.04711838,0.201519214,,
12/31/2017,96330,91214,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Glendale,3839,827300,0.004492472,0.016339066,0.064051447,,
12/31/2017,61978,11003,NY,New York,Nassau,Elmont,3840,415700,0.003379194,0.00410628,0.056685308,,
12/31/2017,75560,40206,KY,Louisville/Jefferson County,Jefferson,Louisville,3841,172200,-0.005199307,0.002328289,0.029288703,,
12/31/2017,94477,84117,UT,Salt Lake City,Salt Lake,Holladay,3842,331600,0.007902736,0.019680197,0.060441318,,
12/31/2017,77616,45356,OH,Dayton,Miami,Piqua,3843,93600,0.006451613,0.011891892,0.111638955,,
12/31/2017,63484,14227,NY,Buffalo,Erie,Cheektowaga,3844,139900,0.000715308,0.013768116,0.064687976,,
12/31/2017,79029,48167,MI,Detroit,Wayne,Northville Township,3845,314300,-0.00063593,0.001912655,0.042108753,,
12/31/2017,59294,4005,ME,Portland,York,Biddeford,3846,247300,0.011865794,0.030416667,0.093763821,,
12/31/2017,79785,49509,MI,Grand Rapids,Kent,Wyoming,3847,128300,0.003127443,0.014229249,0.096581197,,
12/31/2017,70108,28658,NC,Hickory,Catawba,Newton,3848,107600,0.004668534,0.035611165,0.118503119,,
12/31/2017,86174,63755,MO,Cape Girardeau,Cape Girardeau,Jackson,3849,167600,-0.001191895,-0.013537375,0.060759494,,
12/31/2017,84430,60185,IL,Chicago,Du Page,West Chicago,3850,233500,0.009511457,0.021434821,0.024122807,,
12/31/2017,96377,91354,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Santa Clarita,3851,574300,0.009314587,0.028474212,0.067472119,,
12/31/2017,75116,39056,MS,Jackson,Hinds,Clinton,3852,138000,0.012472487,0.011730205,0.049429658,,
12/31/2017,88494,70131,LA,New Orleans,Orleans,New Orleans,3853,163400,0,-0.000611621,-0.044444444,,
12/31/2017,70555,29566,SC,Myrtle Beach,Horry,Little River,3854,155900,0.001928021,0.01036941,0.017624021,,
12/31/2017,95509,88005,NM,Las Cruces,Dona Ana,Las Cruces,3855,146800,0.016620499,0.045584046,0.059927798,,
12/31/2017,58517,1851,MA,Boston,Middlesex,Lowell,3856,285200,0.003518649,0.022588741,0.061011905,,
12/31/2017,94916,85340,AZ,Phoenix,Maricopa,Litchfield Park,3857,294600,0.002040816,0.014812263,0.063921993,,
12/31/2017,66496,20603,MD,Washington,Charles,Waldorf,3858,304900,-0.001310187,-0.002290576,0.045251971,,
