Name,BD BUSINESS EXPECTATIONS (PAN GERMANY) VOLA,BD COMPOSITE LEADING INDICATOR - TREND RESTORED SADJ,BD CONSUMER CONFIDENCE INDICATOR - GERMANY SADJ,"BD TRADE & IND: BUS CLIMATE, INDEX VOLA",BD BUSINESS EXPECTATIONS (PAN GERMANY) (%YOY) SADJ,BD GERMAN MARKS TO US$ (MTH.AVG.) NADJ,BD US $ TO 1 EURO (DEUTSCHEMARK DERIVED HISTORY PRIOR 1999) NADJ,EM BOE EURO TRADE WEIGHTED INDEX NADJ,EM EFFECTIVE EXCH.RATE: BROAD GROUP(38 PARTNERS) - REAL CPI NADJ,BD MONEY SUPPLY M0 CURN,BD MONEY SUPPLY-GERMAN CONTRIBUTION TO EURO M1(PAN BD M0790),BD MONEY SUPPLY- M2 (CONTRIBUTION TO EURO BASIS FROM M0195) CURA,"BD MNY.SUPL-M3(CONTRIB TO EUR BASIS FM.M0195),FM M06 2010 EXC",BD DISCOUNT RATE / SHORT TERM EURO REPO RATE NADJ,BD FIBOR - 3 MONTH (MTH.AVG.) NADJ,BD BANK PRIME LENDING RATE / ECB MARGINAL LENDING FACILITY NADJ,BD LONG TERM GOVERNMENT BOND YIELD - 9-10 YEARS NADJ,"BD DAX SHARE PRICE INDEX, EP NADJ",BD LENDING TO ENTERPRISES & INDIVIDUALS CURN,BD CPI (CAL ADJ) SADJ,BD CPI: TOTAL NADJ,BD INFLATION NADJ,BD HICP: TOTAL NADJ,BD EXPORT PRICE INDEX (CAL ADJ) SADJ,BD IMPORT PRICE INDEX (CAL ADJ) SADJ,BD TERMS OF TRADE (ON THE BASIS OF PRICE INDICES) (CAL ADJ) SADJ,BD EXPORT PRICE INDEX NADJ,BD IMPORT PRICE INDEX NADJ,"BD PPI: INDL. PRODUCTS, TOTAL, SOLD ON THE DOMESTIC MARKET NADJ",BD CPI (%YOY) NADJ,"BD EMPLOYED PERSONS (RESIDENCE CONCEPT, ILO) VOLA",BD UNEMPLOYMENT LEVEL (PAN BD FROM SEPT 1990) VOLN,BD UNEMPLOYMENT REGISTERED (PAN BD FROM JAN 1992) (CAL ADJ) VOLA,BD UNEMPLOYMENT: % CIVILIAN LABOUR(% DEPENDENT LABOUR TO DEC 196,BD UNEMPLOYMENT: % CIVILIAN LABOUR(% DEPENDENT LABOUR TO DEC 196,"EG UNEMPLOYMENT RATE, REGISTERED (CAL ADJ) SADJ","WG UNEMPLOYMENT RATE, REGISTERED (CAL ADJ) SADJ",BD UNEMPLOYMENT RATIO AS % OF DEPENDENT LABOUR FORCE(DISC.) SADJ,BD VACANCIES (DEC 1999 ONWARDS NEW DEFINITION) VOLA,BD VACANCIES (PAN BD FROM M0790) VOLN,"BD WAGE & SALARY,OVERALL ECONOMY-ON A MTHLY BASIS(PAN BD M0191)",BD WAGE & SALARY: ON HRLY. BASIS - PRDG. SECTOR (BDHRWAGEF) NADJ,BD EMPLOYED PERSONS (RESIDENCE CONCEPT) ((%YOY) VOLA,"BD WAGE & SALARY, OVERALL ECONOMY - ON A MTHLY BASIS (%YOY) NADJ","BD WAGE&SALARY, HRLY.BASIS - PRDG. SECTOR (BDHRWAGEF)(%YOY) NADJ",BD RETAIL SALES EXCL CARS (CAL ADJ) X-12-ARIMA SADJ,BD RETAIL SALES EXCL CARS (CAL ADJ) X-12-ARIMA VOLA,BD RETAIL SALES EXCLUDING CARS INDEX VOLN,BD NEW PASSENGER CAR REGISTRATIONS VOLN,"BD PRODUCTIVITY: OUTPUT PER MAN-HOUR WORKED,M&Q&MFG SCT(B+C)","BD WAGES & SALARIES: PER UNIT OF OUTPUT, M&Q&MFG SCT (B+C) VOLA",BD INDL PROD: INDUSTRY INCL CNSTR (CAL ADJ) VOLA,BD INDL PROD: MANUFACTURING (CAL ADJ) VOLA,BD NEW ORDERS RECD: CNSTR - RESL CNSTR VOLA,BD MANUFACTURING ORDERS SADJ,BD MANUFACTURING ORDERS (CAL ADJ). VOLA,BD INSOLVENCIES - BUSINESS ENTERPRISES VOLN,BD EUROPACE HEDONIC HOUSE PRICE COMPOSITE INDEX NADJ,BD BOP CAPITAL & FINANCIAL ACCOUNT BALANCE (PAN BD M0790) CURN,BD CURRENT ACCOUNT BALANCE CURN,BD BOP: EXPORTS FOB CURA,BD BOP: IMPORTS CIF CURA,BD BOP: VISIBLE TRADE BALANCE CURA,BD EXPORTS OF GOODS (FOB) CURA,BD IMPORTS OF GOODS (CIF) CURA,BD VISIBLE TRADE BALANCE CURA,BD INTERNATIONAL RESERVES CURN,BD TOTAL EXPORTS OF GOODS CURN,BD TOTAL IMPORTS OF GOODS CURN,BD TERMS OF TRADE (PAN BD FROM 1991) NADJ,BD EXPORTS FOB (PAN BD M0790) (%YOY) CURA,BD IMPORTS CIF (PAN BD M0790) (%YOY) CURA
5/15/94,-0.001890359,0.00485589,-0.305732484,0.006072874,-0.050419266,-0.023906259,0.024527928,0.013601463,0.012976993,0.025399129,0.008782201,-0.006756757,0.002707487,-0.1,-0.074027827,-0.074285714,0.031104199,-0.052671416,0.004114348,0.002544529,0.002534854,-0.002593837,#VALUE!,0,0.003614458,-0.003784295,0.001138952,0.003605769,0.001253133,-0.002593837,0.000875355,-0.037087738,0.00079766,-0.04040404,0,-0.012987013,0,0,#VALUE!,-0.004821961,0.004524887,0.001650165,-0.647146361,-0.174347421,-0.043293331,-0.009656652,-0.010679612,0.013118063,0.056806811,0.011945392,0,0,-0.002659574,-0.016926651,-0.006932409,-0.013846154,-0.02764977,#DIV/0!,-0.179785526,0.382278411,0.044885946,0.058290155,-0.032338308,0.037957212,0.059008655,-0.112359551,#DIV/0!,0.063232018,0.069236186,-0.002457954,0.383478146,3.323970908
6/15/94,0.011363636,0.004411688,-0.394495413,0.018108652,-0.112279479,-0.017675092,0.017943457,0.005470834,0.001033287,0.01910828,0.0171213,0.004535147,0.001350088,0,-0.023309574,-0.012345679,0.063348416,-0.048127086,0.009466526,0.001269036,0.001264223,-0.00129528,#VALUE!,0,0.006002401,-0.005698006,0,0.003592814,0,-0.00129528,0.000344535,-0.019336953,-0.00664187,-0.021052632,-0.010204082,-0.019736842,0,-0.009259259,#VALUE!,0.017654726,0.003003003,0.006589786,-0.731941024,-0.206097528,-0.304783904,0.004333694,0.001962709,-0.017928287,-0.004770205,0.003372681,0.001728608,0.002453988,0.004,-0.015530047,0.022687609,0.028081123,0.044008125,#DIV/0!,-0.187116337,-0.567808202,-0.001760563,-0.02121583,0.120822622,0.000332447,-0.03268945,0.28164557,#DIV/0!,0.060040959,-0.003704785,-0.003579956,0.075891529,-0.20153879
7/15/94,-0.005617978,0.003979441,-0.151515152,-0.006916996,-0.111323628,-0.036723164,0.038119336,0.016577225,0.022967098,-0.025694444,-0.009700428,-0.008427389,0.00176312,0,-0.019526627,-0.04625,-0.021276596,0.059892362,0.006375451,0.002534854,-0.008838384,-0.042558809,#VALUE!,0.001140251,-0.002386635,0.00286533,0,-0.003579952,0,-0.042558809,-7.94807E-05,0.031140408,-0.003744317,0.032258065,0,-0.013422819,0,0,#VALUE!,0.01504493,0.342814371,0.458265139,-1.667161737,-0.445945591,-0.563235315,0.005393743,0.00489716,0.001014199,-0.163263895,0.003361345,0.000862813,-0.004895961,-0.002656042,-0.044924554,-0.005119454,-0.006069803,0.11997406,#DIV/0!,1.272631121,4.563176292,-0.046560847,0.009587328,-0.355504587,-0.043868395,0.018049155,-0.441975309,#DIV/0!,-0.134135405,-0.032543138,0.003592818,-0.335622151,-0.006517535
8/15/94,-0.009416196,0.00369151,0.160714286,0.012935323,-0.272435209,-0.002932551,0.002963523,0.002607448,-0.002006298,-0.027084818,0.001728608,-0.006070724,-0.002381199,0,0.005833836,-0.017038008,0.028985507,0.030886052,0.005772548,0.003792668,0.012738854,0.093839022,#VALUE!,0,-0.003588517,0.003809524,0,-0.003592814,0.002503129,0.093839022,0.001086323,-0.019107105,-0.008053691,-0.020833333,-0.010309278,-0.013605442,0,-0.009345794,#VALUE!,0.001053755,-0.249721293,-0.307519641,6.304191978,1.096104247,2.0976432,0.003218884,0.000974659,-0.003039514,-0.214968309,0.003350084,0.001724138,0.004920049,0.002663116,0.007181329,-0.006861063,-0.009160305,-0.094383324,#DIV/0!,-0.620343965,-0.393735414,0.068072512,-0.008257638,0.725978648,0.065693431,-0.007167107,0.920353982,#DIV/0!,0.029664303,-0.052419384,0.003605766,0.424930021,-0.409708234
9/15/94,0.022813688,0.003413944,-0.276923077,0.021611002,0.329130462,-0.009526854,0.009623981,-0.001481532,-0.001346981,0.001465201,0.006902502,-0.003511987,0.002801993,0,0.0146,0,0.06056338,-0.090876226,0.008548374,0.001259446,-0.00754717,-0.041426696,#VALUE!,0.002277904,0.00120048,0.000948767,0.001137656,0.001201923,-0.001248439,-0.041426696,0.000979276,-0.039159382,-0.010554804,-0.031914894,-0.010416667,-0.020689655,-0.012195122,-0.009433962,#VALUE!,0.003817902,0.002971768,0.003241491,0.671763533,0.069805044,0.041724366,0.014973262,0.014605648,0.045731707,0.280394112,0.008347245,-0.004302926,0.007343941,0.009296149,0.042780749,0.050086356,0.044684129,0.061381074,#DIV/0!,-1.833235645,0.180399157,-0.012816072,0.027477102,-0.212371134,-0.015329419,0.033054711,-0.30875576,#DIV/0!,0.052768397,0.093442196,-6.41842E-05,-0.210214062,0.738181534
10/15/94,0.011152416,0.002791623,-1.042553191,0.0125,-0.049504724,-0.018462333,0.018839545,0.003042208,0.008599712,0.025603511,0.014852899,-0.006895495,-0.000931388,0,0.028976937,0,0.005312085,0.029724625,0.006988643,0,0.003802281,-0.054915833,#VALUE!,0.003409091,0.003597122,0,0.002272727,0.00240096,0.00125,-0.054915833,0.000317292,-0.01316307,-0.009573304,-0.021978022,-0.010526316,-0.014084507,0,-0.00952381,#VALUE!,-0.023185176,0.002962963,0,0.345331788,0.065053128,-0.043274603,-0.008429926,-0.008637236,0.018464529,-0.033927495,0.01986755,-0.019014693,0.020656136,0.022368421,0.005470085,0.008223684,0.008849558,-0.05060241,#DIV/0!,-3.925452102,-0.626545594,-0.007368421,0.005672609,-0.089005236,0.001656178,-0.005148952,0.063333333,#DIV/0!,0.005823551,0.01210872,-0.000127922,-0.053345849,0.11906878
11/15/94,0.002757353,0.001817517,-7,0.001899335,0.045627524,0.012561657,-0.012429811,-0.006925024,-0.015522269,0.021398003,0.053757388,-0.008332048,-0.001346592,0,-0.00210728,0,-0.009247028,-0.011247345,0.007518588,0.001257862,0.003787879,-0.003865814,#VALUE!,0.004530011,0.003584229,0.000947867,0.003401361,0.004790419,0.004993758,-0.003865814,0.000555086,-0.004917979,-0.010494339,0,-0.010638298,-0.021428571,-0.012345679,-0.009615385,#VALUE!,-0.057200067,0.679468242,0.625201939,0.2813385,-0.484973199,-0.73982887,-0.002125399,-0.003872217,0.049618321,-0.003455988,0.00974026,-0.01938326,0.002380952,0.002574003,0.071404284,0.01141925,0.004385965,-0.164340102,#DIV/0!,-0.688918231,-0.316923748,0.009190527,0.006849315,0.020114943,-0.005952381,0.008872458,-0.131661442,#DIV/0!,0.035954493,0.012433033,-0.001382436,-0.024552255,-0.275211229
12/15/94,-0.011915674,0.00060079,2.583333333,-0.005687204,-0.325016691,0.020589764,-0.020200668,-0.007974479,-0.014643706,0.025139665,0.011752137,-0.018982418,-0.006119697,0,0.036475331,-0.010666667,-0.006666667,0.028462628,0.004866037,0.003768844,0.001257862,-0.001287343,#VALUE!,0.002254791,0.008333333,-0.005681818,0.002259887,0.007151371,0.001242236,-0.001287343,0.000501942,0.037702633,-0.00390734,0.033707865,0,-0.00729927,0,-0.009708738,#VALUE!,-0.061177285,-0.403693931,-0.383697813,-0.03400057,0.93871309,2.491819851,0.022364217,0.019436346,0.210909091,-0.008216616,-0.003215434,0.046720575,0.001187648,0.002567394,-0.026023485,0.041935484,0.03930131,0.500379651,#DIV/0!,-3.737692871,2.568324914,0.038879159,0.050820328,-0.042253521,0.033599468,0.049835104,-0.126353791,#DIV/0!,0.049450617,0.090851283,-0.004856758,0.045054277,0.860274814
1/15/95,-0.011131725,-0.000496213,-0.046511628,-0.003813155,-0.208795224,-0.026411252,0.027183432,0.01224246,0.01268843,-0.014986376,-0.060454065,0.544647105,0.074514715,0,-0.044452676,0.010781671,0.017449664,-0.040491788,-0.014546912,-0.001251564,0.003768844,-0.110983838,#VALUE!,0.003374578,0,0.002857143,0.004509583,0.003550296,0.004962779,-0.110983838,-0.000633714,0.08154715,-0.006724573,0.086956522,-0.010752688,-0.007352941,0,0,#VALUE!,0.108359251,0.008849558,0.017741935,-0.449255435,0.439674826,0.42381761,-0.021875,-0.018112488,-0.291291291,0.010723773,-0.017741935,-0.013733906,-0.03084223,-0.017925736,-0.074617139,-0.068111455,-0.071428571,-0.16548583,#DIV/0!,-1.891528646,-0.500443619,-0.003708699,-0.072353389,0.523529412,0.005471516,-0.064572426,0.834710744,#DIV/0!,-0.094445387,-0.158802948,0.000955898,0.282455253,-0.472236096
2/15/95,-0.011257036,-0.001248849,0.43902439,0.004784689,-0.324263485,-0.018695254,0.019014069,0.008807836,0.007849818,0.013139696,-0.002247822,-0.001334839,-0.001942502,0,-0.011630161,0,-0.023746702,0.040023747,0.004650024,0.003759398,0.005006258,-0.064802961,#VALUE!,0,-0.002361275,0.001899335,0.001122334,-0.001179245,0.002469136,-0.064802961,-0.000105686,-0.005985686,-0.009590973,0,0,-0.014814815,0,-0.009803922,#VALUE!,0.116169378,0.002923977,0.004754358,-0.286244226,0.086956572,0.029905958,0.02342918,0.023300971,-0.016949153,-0.021974367,0.022988506,-0.027850305,0.033047736,0.01303781,0.08415493,0.023255814,0.018099548,0.03577926,#DIV/0!,0.057989286,-0.004220395,0.015905245,0.060344828,-0.191119691,0.0131242,0.064179104,-0.295045045,#DIV/0!,0.030610564,0.068249793,0.002304295,-0.056392638,0.489584524
3/15/95,-0.021821632,-0.001742745,-0.93220339,-0.024761905,-0.978230936,-0.063948841,0.068334719,0.010144476,0.020217178,-0.053924915,-0.016333427,-0.003907053,-0.006228104,-0.111111111,-0.00568739,0,-0.018918919,-0.085434307,0.003520442,0.001248439,0,0,#VALUE!,-0.002242152,-0.009467456,0.007582938,-0.002242152,-0.010625738,0.001231527,0,0.000634182,-0.039985649,0.001424096,-0.04,0,0.007518797,0,0,#VALUE!,0.102578839,0.004373178,0.009463722,0.550820895,0.120000063,0.262251112,-0.001040583,0.0028463,0.163793103,0.495981621,0.003210273,0.038495971,-0.016587678,-0.011583012,-0.116596297,-0.001623377,0.001481481,0.159836066,#DIV/0!,-0.651544541,0.414426985,-0.025982678,0.036778939,-0.415274463,-0.020221169,0.014375877,-0.335463259,#DIV/0!,0.114099431,0.175309753,0.008473627,-0.370149363,-0.222685329
4/15/95,-0.027158099,-0.001843238,7,-0.01171875,-54.54463522,-0.018218047,0.018531956,-0.000627921,-4.3515E-05,0.005050505,0.012024048,0.001651528,0.003035644,0,-0.077317554,-0.056,-0.026170799,0.048528035,0.004562604,0,0.00124533,-0.06487634,#VALUE!,-0.001123596,-0.002389486,0.001881468,0,-0.001193317,0.002460025,-0.06487634,0.001135523,-0.018850833,0.012798635,-0.020833333,0.010869565,0.007462687,0.0125,0.01980198,#VALUE!,0.00950228,0.017416546,0.009375,0.711717991,0.353048839,0.017178583,-0.011458333,-0.014191107,-0.05462963,-0.17578948,0.0016,-0.001724138,0.004819277,0.00390625,0.027941176,-0.01300813,-0.014792899,-0.093891974,#DIV/0!,-0.839968616,-0.305529219,0.01504788,-0.064227035,0.885714286,0.016123831,-0.0463187,0.884615385,#DIV/0!,-0.116478731,-0.164453452,0.001194743,0.051744966,-0.160947291
5/15/95,-0.000997009,-0.001653762,-0.0625,-0.005928854,-0.016322438,0.02276022,-0.022251457,-0.002679102,-0.010987652,0.0028715,0.013578501,0.008244023,0.008200722,0,-0.017956392,-0.028248588,-0.031117397,0.0378491,0.002375913,0.002493766,0,-0.13552493,#VALUE!,0.001124859,0,0.000938967,0.002247191,0,0,-0.13552493,-0.001450766,-0.039838078,-0.00028082,-0.042553191,0,0,0,0,#VALUE!,-0.016931509,0.001426534,0.001547988,-0.4156049,-0.056899013,-0.001647411,0.010537408,0.009596929,0.036238981,0.081653656,0.001597444,-0.021588946,0.007194245,0.006485084,-0.00751073,0.021416804,0.021021021,0,#DIV/0!,5.099723925,0.14754662,0.005390836,0.027533919,-0.114718615,0.006664551,0.013048206,-0.038265306,#DIV/0!,0.082450695,0.092820098,0.002247185,-0.375214625,-0.550097652
6/15/95,-0.017964072,-0.001406059,0.266666667,-0.010934394,0.538077603,-0.008008505,0.008075809,0.005480918,0.000568671,-0.015748031,0.006977393,0.001022077,0.003873342,0,-0.014366565,-0.055232558,-0.02189781,-0.003967116,0.00918035,0.001243781,0.001243781,-0.001262558,#VALUE!,0.001123596,-0.001197605,0.001876173,0,-0.003584229,0,-0.001262558,0.000264159,-0.00122447,0.011797753,0,0.010752688,0.022222222,0,0.009708738,#VALUE!,-0.013788048,0,-0.001545595,-0.02453185,-0.058383229,-0.130728373,0.009384776,0.008555133,-0.051039698,0.016041318,-0.001594896,0.011473963,-0.011904762,-0.010309278,-0.047207207,-0.032258065,-0.035294118,-0.021169916,#DIV/0!,-0.555326884,0.10908851,0.013739946,0.048543689,-0.205378973,0.024905422,0.044364937,-0.119363395,#DIV/0!,0.018077114,0.020458551,0.00359712,0.47301939,2.152492391
7/15/95,-0.008130081,-0.001030651,0.210526316,-0.017085427,0.029593643,-0.00828749,0.008336023,0.014440292,0.009162492,0.023272727,0.002217295,0.003777823,-0.006076975,0,0.007067138,0,0.013432836,0.064686405,-0.000456712,0,0.002484472,0.707398621,#VALUE!,0.001122334,-0.003597122,0.005617978,0.001121076,-0.004796163,-0.001226994,0.707398621,0.000290498,0.038662366,0.005552471,0.044444444,0,0.007246377,0.012345679,0,#VALUE!,-0.015476014,0.343304843,0.475232198,0.11579302,0.007541524,0.214750798,-0.011363636,-0.009425071,-0.003984064,-0.178656898,0,0.006108202,-0.002409639,-0.002604167,-0.023071104,0.033333333,0.032012195,0.079681275,#DIV/0!,2.509462516,0.808513844,-0.022809917,-0.042222222,0.138461538,-0.041218087,-0.036656389,-0.081325301,#DIV/0!,-0.084187055,-0.063138642,0.005945756,0.037005951,-0.497709721
8/15/95,-0.004098361,-0.000765118,0.869565217,-0.00204499,-0.060924844,0.040198833,-0.038625735,-0.005702078,-0.012451918,-0.033404407,-0.002212389,0.003560167,0.003590839,-0.125,-0.021052632,0,-0.011782032,0.008834002,0.004936194,0.002484472,0,-0.461406549,#VALUE!,0.003363229,0.006016847,-0.002793296,0.003359462,0.006024096,0.001228501,-0.461406549,-0.000396019,-0.003448823,0.006073992,-0.010638298,0.010638298,0.007194245,0,0.009615385,#VALUE!,-0.043171628,-0.253446448,-0.320041973,-0.415449605,-0.101782983,-0.277957926,-0.00522466,-0.006660324,0.014,-0.192345382,-0.004792332,0.015611448,-0.009661836,-0.01305483,0.035617499,-0.041935484,-0.045790251,-0.039008962,#DIV/0!,2.444622802,0.128191662,-0.01894452,-0.036349575,0.1,0.003529034,-0.029871977,0.31147541,#DIV/0!,-0.055391341,-0.082129809,-0.002648676,-0.757921892,-0.398885011
9/15/95,0.004115226,-0.000521636,0.034883721,0.004098361,0.222118878,0.011635155,-0.011512438,-0.002573102,-0.007036524,0.020588235,0.00886918,0.006284208,0.004158205,0,-0.060259857,0,-0.022354694,-0.02291918,0.009921197,0.001239157,0,0.511406925,#VALUE!,0.001117318,0.002392344,-0.001867414,0,0.00239521,0.001226994,0.511406925,0.000369764,-0.015949171,0.011251372,-0.010752688,0.010526316,0.021428571,0.012195122,0.00952381,#VALUE!,-0.055719149,0.001420455,0,-0.291832665,-0.035125605,-0.067538614,0.00105042,-0.000957854,0.014792899,0.255702054,0.019261637,-0.01793339,0.013414634,0.018518519,0.000747664,0.031986532,0.035603715,0.068568294,#DIV/0!,-0.6708125,-0.402177248,0.118275862,0.079855538,0.356265356,0.082800512,0.079545455,0.105,#DIV/0!,0.151949269,0.12276504,-0.002389489,5.034726091,1.275907308
10/15/95,-0.009221311,-0.000389037,0.224719101,-0.01122449,0.196654501,-0.031628671,0.032654912,0.011777352,0.012513206,0.005043228,0.013186813,0.007050766,0.008474576,0,-0.024076281,-0.038461538,-0.00152439,-0.008733425,0.003728951,0,-0.002478315,-0.280513586,#VALUE!,-0.003348214,-0.005966587,0.002806361,-0.004464286,-0.007168459,-0.00122549,-0.280513586,0.000924068,0.001361242,0.00651289,0,0.010416667,0.020979021,0,0.009433962,#VALUE!,-0.073603427,0.00141844,0.013888889,0.410265415,-0.036189004,0.310344813,-0.014690451,-0.013422819,0.014577259,-0.017403221,-0.009448819,0.029565217,-0.022864019,-0.023376623,0.000747105,-0.044045677,-0.043348281,-0.035934292,#DIV/0!,1.343445013,0.049586417,-0.061671292,-0.023039762,-0.25,-0.046353705,-0.028862479,-0.162895928,#DIV/0!,0.008757102,0.035636068,0.002723706,-0.440352273,-0.31098137
11/15/95,0.006204757,-0.000274228,0.064220183,-0.001031992,-0.027475056,0.002120891,-0.002107526,0.004700867,0.003599804,0.035125448,0.061008677,0.00910182,0.010504202,0,-0.020762091,0,-0.035114504,0.034549564,0.008663821,0.001237624,0,-0.2336717,#VALUE!,0,0,0,-0.001121076,0,-0.001226994,-0.2336717,0.00010551,0.015018824,0.007818819,0.010869565,0,0.006849315,0,0.009345794,#VALUE!,-0.05618859,0.6898017,0.666666667,-0.215623174,0.14978929,0.441116324,0.019169329,0.018464529,0.073754789,-0.019487463,0.004769475,-0.003378378,0.009852217,0.006648936,0.00410601,0.02559727,0.021875,0.032481363,#DIV/0!,-1.534481688,-0.976192453,0.014130792,-0.021681248,0.241545894,-0.011764706,-0.024125874,0.083783784,#DIV/0!,0.041086881,-0.014433863,-0.001121077,-0.091396979,-0.600830215
12/15/95,-0.010277492,-0.000183268,0.155172414,-0.008264463,-0.013670878,0.016014109,-0.015735459,-0.004386003,-0.006874224,0.055401662,0.0350115,0.002378828,0.005481005,-0.142857143,-0.017710152,0,-0.039556962,0.004949171,0.012001198,0,0.003726708,0.198492362,#VALUE!,0,0.003601441,-0.003731343,0,0.003610108,0,0.198492362,0.000817618,0.059189739,0.014981273,0.064516129,0.020618557,0.020408163,0.012048193,0.009259259,#VALUE!,-0.062840319,-0.404861693,-0.391780822,0.192945931,-0.041719371,-0.161362748,0.001044932,-0.002862595,0.154326494,-0.11198435,0.011075949,0.006779661,-0.007317073,0.001321004,0.056877323,0.009983361,0.01529052,0.121196493,#DIV/0!,-1.817322915,-10.71271116,0.021386909,0.045489891,-0.09922179,0.033834586,0.042278753,-0.024937656,#DIV/0!,-0.061519405,0.000478312,-0.003597129,0.001968819,-0.320739761
1/15/96,-0.007268951,-2.63571E-05,0.305970149,-0.009375,-0.032710737,0.014511873,-0.014330958,0.001039145,-0.004403408,-0.076771654,-0.05382716,0.008306141,0.014097744,0,-0.081513459,0,-0.02800659,0.095922623,-0.000152082,0,0.002475248,-0.086775259,#VALUE!,0,0.002392344,-0.001872659,0.001122334,0.004796163,-0.013513514,-0.086775259,-0.000579771,0.097170281,0.012124407,0.090909091,0.01010101,0.013333333,0.011904762,0.018348624,#VALUE!,0.157149667,0,0,0.027677269,-0.194627104,-0.252394447,-0.006263048,-0.003827751,-0.257341577,0.183497585,-0.001564945,0,-0.012285012,0.003957784,-0.137882518,-0.026359143,-0.02560241,-0.14075437,#DIV/0!,3.026310048,-7.425257881,-0.004124365,0.050204537,-0.319654428,0.004242424,0.045032657,-0.299232737,#DIV/0!,-0.026659956,0.014700336,-0.00365629,-0.018591912,7.649219444
2/15/96,-0.003138075,0.000315096,0.068571429,-0.009463722,-0.071364438,0.003353638,-0.003296785,-0.000134067,-0.002959736,0.014214641,0.00808977,0.008041581,0.008063021,0,-0.074094553,-0.04,0.047457627,0.001416947,0.004939338,0.002472188,0.00617284,0.085474835,0.006622517,0,-0.002386635,0.001876173,0.001121076,0,0,0.085474835,-0.000659213,0.026801412,0.0203125,0.027777778,0.02,0.026315789,0.023529412,0.018018018,#VALUE!,0.105363215,0.001408451,0.001501502,-0.276240893,-0.041264926,-0.061604352,0.00210084,-0.000960615,-0.017689906,-0.032317757,0.003134796,-0.000841751,-0.012437811,-0.007884363,0.082823337,-0.010152284,-0.01236476,0.107066381,#DIV/0!,-0.967981728,-1.238863714,-0.009557184,-0.091359773,0.726984127,-0.018105009,-0.072368421,0.583941606,#DIV/0!,0.030480687,-0.072275762,0.001121079,-0.538303293,-1.084098133
3/15/96,-0.006295908,0.000853964,-0.064171123,-0.012738854,-0.149763273,0.007776262,-0.007771159,-0.004216906,-0.004005639,0.0168185,-0.000517732,0.004086001,0.00413717,0,0.00179158,0,0.042071197,0.00497251,0.008425736,0.002466091,0,0,0.001315789,0.001119821,0.004784689,-0.003745318,0.001119821,0.003579952,-0.00124533,0,-0.001741471,-0.030245226,0.01020929,-0.027027027,0.009803922,0.012820513,0.011494253,0.008849558,#VALUE!,0.127612647,0,0,-1.635960174,-0.123831776,-0.189488587,-0.003144654,-0.006730769,0.103813559,0.407491564,0.0046875,-0.01853412,0.020151134,0.002649007,0.079125848,0.037606838,0.039123631,0.041586074,#DIV/0!,-13.91058045,-1.340914335,-0.011900933,0.033125487,-0.226102941,-0.008604794,0.036170213,-0.299539171,#DIV/0!,0.035164942,0.088965355,-0.002451361,0.437066011,-1.891969185
4/15/96,0.006335797,0.001345072,0.08,0.007526882,-0.388145096,0.019832138,-0.019419911,-0.006944981,-0.009347686,0.006891799,0.013209013,0.009785873,0.00274675,-0.166666667,-0.007153502,0,-0.007763975,0.007804015,0.006892222,0.002460025,0,-0.084473593,-0.00131406,0,0.002380952,-0.001879699,0.001118568,0.003567182,0.001246883,-0.084473593,0.001823805,-0.042088096,-0.00884285,-0.037037037,0,-0.018987342,0,0,#VALUE!,0.011968878,0.00281294,0.004497751,-0.743145868,-0.463882772,-0.119367111,0.012618297,0.011616651,-0.003838772,0.122071618,0.00622084,0.001716738,0.008641975,-0.001321004,-0.004189944,-0.006589786,-0.006024096,0.014391829,#DIV/0!,-2.839758483,2.5909689,0.005533854,0.005281026,0.007125891,0.023558586,-0.002737851,0.276315789,#DIV/0!,-0.019880325,-0.011871533,-0.002439907,0.184935232,4.57389597
5/15/96,-0.003147954,0.001708958,-0.005291005,-0.010672359,0.041037944,0.017388996,-0.017069721,-0.00904207,-0.008616898,0.002737851,0.003323108,0.001919017,0.000273923,0,-0.012608826,0,0.009389671,0.014968267,0.00279184,0.001226994,0.001226994,0.090909024,0.002631579,0,-0.001187648,0.00094162,0.001117318,0,0,0.090909024,0.002189858,-0.037447996,0.000509814,-0.038461538,0,-0.012903226,0,0,#VALUE!,-0.027132156,0.007012623,0.002985075,-15.35404381,0.331434013,0.040056848,-0.009345794,-0.004784689,-0.010597303,-0.19565718,0.01236476,-0.015424165,0.011015912,0.007936508,0.019284712,0.001658375,0.001515152,-0.021967963,#DIV/0!,-0.91133676,-0.206356358,0.011006798,-0.033771107,0.29245283,-0.001514234,-0.027453672,0.193298969,#DIV/0!,-0.000884961,-0.041936415,0.001117315,-0.178347606,-0.752432429
