Name,AU MELBOURNE/WESTPAC CONSUMER SENTIMENT INDEX (JAN EFFECT) SADJ,AU MELBOURNE/WESTPAC CONSUMER SENTIMENT INDEX NADJ,AU NAB BUSINESS SURVEY: CAPACITY UTILISATION SADJ,AU OFFICIAL RESERVE ASSETS CURN,AU AUSTRALIAN $ TO US $ (MTH.AVG.) NADJ,AU AUSTRALIAN $ EFFECTIVE EXCHANGE RATE INDEX NADJ,"AU JP MORGAN TRADE WEIGHTED INDEX AUSTRALIA,REAL,BROAD BASI NADJ",AU MONEY SUPPLY - M1 CURA,AU MONEY SUPPLY - M3 (SEE AUM3...OB) CURA,AU MONEY SUPPLY - BROAD MONEY (SEE AUM6...OB) CURA,AU RBA CASH RATE TARGET NADJ,AU INTERBANK RATE - 3 MONTH (EP) NADJ,AU COMMONWEALTH GOVERNMENT BOND YIELD 10 YEAR (EP) NADJ,AU S&P/ASX 200 (METHODOLOGY BREAK MARCH 2000) NADJ,"AU FIN.INTERMEDIARIES: LENDING-LOAN & ADV,PRIV.SECTOR,BANKS CURN",AU FIN. INTERMEDIARIES: NARROW CREDIT EXCL SECURITISATIONS CURA,AU INFLATION RATE (DS CALCULATED QUARTERLY) NADJ,AU EMPLOYED PERSONS (LFS) VOLA,AU UNEMPLOYMENT LEVEL VOLA,AU UNEMPLOYMENT RATE (LABOUR FORCE SURVEY ESTIMATE) SADJ,AU UNEMPLOYMENT RATE (LABOUR FORCE SURVEY ESTIMATE) NADJ,AU JOB ADVERTISEMENTS VOLA,AU PARTICIPATION RATE (SEASONALLY ADJUSTED) SADJ,AU RETAIL SALES CURA,AU RETAIL SALES (TREND) TRND,AU HOUSING FINANCE: ALL LENDERS-OWNER OCCUPIED HOUSING(NUMBER),AU HOUSE FIN: ALL LENDERS - INVESTMENT HOUSING CURA,AU NEW MOTOR VEHICLES SALES (SA) VOLA,AU BUILDING APPROVALS: NEW HOUSES CURN,AU BUILDING APPROVALS: NEW DWELLING UNITS VOLA,AU NEW BANKRUPTCIES VOLN,AU COMMONWEALTH CASH BALANCE CURN,AU BALANCE OF TRADE IN GOODS & SERVICES (BOP BASIS) CURN,AU EXPORTS OF GOODS & SERVICES (BOP BASIS) CURA,AU IMPORTS OF GOODS & SERVICES (BOP BASIS) CURA,AU MERCHANDISE EXPORTS FOB CURN,AU MERCHANDISE IMPORTS FOB CURN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Name,AU POPULATION (MID-YEAR) VOLN
6/15/74,NA,NA,NA,3560,0.6723,117.3,129.98822,NA,25.339,NA,NA,NA,9.52,262,NA,NA,14.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154770,NA,NA,247,-69,693,827,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/15/74,NA,NA,NA,3327,0.6757,118.8,132.48772,NA,25.609,NA,NA,NA,9.5,223.1,NA,NA,16.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158577,NA,NA,-182,-161,745,865,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/74,NA,NA,NA,3134,0.6746,120.5,135.00868,NA,25.244,NA,NA,NA,9.5,210.9,NA,NA,16.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120550,NA,NA,-298,-204,750,918,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/15/74,90.7,90.7,NA,3348,0.6903,105.3,133.99617,NA,24.942,NA,NA,NA,9.5,173.5,NA,NA,16.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124671,NA,NA,-443,-107,853,957,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/15/74,91.2466667,91.2466667,NA,3337,0.7638,105.3,120.82072,NA,24.743,NA,NA,NA,9.5,203.4,NA,NA,16.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129252,NA,NA,-493,-172,801,941,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/74,91.7933333,91.7933333,NA,3338,0.7628,105.3,122.01796,NA,24.842,NA,NA,NA,9.5,211.1,NA,NA,16.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126683,NA,NA,-120,-53,831,920,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/15/74,92.34,92.34,NA,3217,0.7592,105.3,122.51066,NA,25.36,NA,NA,NA,9.5,201.6,NA,NA,16.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132482,NA,NA,-654,-16,883,904,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/15/75,97.8805712,99.6133333,NA,3133,0.7507,105.3,124.02654,NA,25.922,NA,NA,NA,9.4,236.7,NA,NA,17.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114445,NA,NA,-185,-73,837,877,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/75,106.8866667,106.8866667,NA,3101,0.7407,105.3,124.67305,8.25,27.268,NA,NA,NA,9.5,242.8,NA,NA,17.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129191,NA,NA,-394,50,895,862,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/75,114.16,114.16,NA,3220,0.7345,105.3,126.19255,8.439,27.717,NA,NA,NA,9.5,238.8,NA,NA,17.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155501,NA,NA,-532,73,833,778,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/15/75,110.8533333,110.8533333,NA,3317,0.7439,105.3,125.77452,8.777,28.368,NA,NA,NA,9.5,238.6,NA,NA,17.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171527,NA,NA,132,72,902,841,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/75,107.5466667,107.5466667,NA,3392,0.7446,105.3,126.63867,8.786,28.749,NA,NA,NA,9.5,253.5,NA,NA,17.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193888,NA,NA,868,56,910,845,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/75,104.24,104.24,NA,3493,0.7475,105.3,127.80179,8.974,29.165,NA,NA,NA,9.5,250.1,NA,NA,17.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223145,NA,NA,-265,185,934,802,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/15/75,103.1,103.1,NA,3545,0.7618,105.3,129.08336,9.193,29.836,NA,NA,NA,10,245,NA,NA,11.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,242767,NA,NA,-756,36,895,824,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/75,101.96,101.96,NA,3429,0.7789,105.3,130.0258,9.28,30.242,NA,NA,NA,10,242.9,NA,NA,11.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184320,NA,NA,-315,55,928,834,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/15/75,100.82,100.82,NA,3318,0.7867,105.3,131.20035,9.34,30.596,NA,NA,NA,10,265.2,NA,NA,11.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229912,NA,NA,-816,-61,826,866,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/15/75,101.9,101.9,NA,3172,0.7903,105.3,131.4935,9.616,31.11,NA,NA,NA,10,272.2,NA,NA,14.29,NA,NA,NA,NA,NA,NA,NA,NA,25489,0,NA,227347,NA,NA,-714,18,900,875,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/75,102.98,102.98,NA,3211,0.7903,105.3,131.27545,9.728,31.466,NA,NA,NA,10,288.9,NA,NA,14.29,NA,NA,NA,NA,NA,NA,NA,NA,23979,0,NA,218517,NA,NA,-135,10,871,884,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/15/75,108.25,108.25,NA,2588,0.7958,105.3,131.24092,9.825,31.782,NA,NA,NA,10,309.6,NA,NA,14.29,NA,NA,NA,NA,NA,NA,NA,NA,24385,0,NA,204181,NA,NA,-1056,-14,892,928,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/15/76,111.7387635,113.52,NA,2619,0.7944,105.3,131.16443,9.944,32.094,NA,NA,NA,10.02,309.6,NA,NA,13.07,NA,NA,NA,NA,NA,NA,NA,NA,23926,0,NA,175096,NA,NA,-253,-89,907,951,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/76,110.3,110.3,NA,2663,0.7928,105.3,131.32263,9.949,31.994,NA,NA,NA,10,313,NA,NA,13.07,NA,NA,NA,NA,NA,NA,NA,NA,23001,0,NA,216018,NA,NA,-477,-13,928,963,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/76,107.08,107.08,NA,2571,0.7997,105.3,132.29982,10.102,32.307,NA,NA,NA,9.99,307,NA,NA,13.07,NA,NA,NA,NA,NA,NA,NA,NA,22948,0,NA,265787,NA,NA,-423,13,995,979,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/15/76,110.24,110.24,NA,2503,0.8066,105.3,133.20793,10.183,32.761,NA,NA,NA,10,310.9,NA,NA,12.03,NA,NA,NA,NA,NA,NA,NA,NA,22573,0,NA,244273,NA,NA,577,137,1066,940,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/76,107.26,107.26,NA,2525,0.8091,105.3,134.10039,10.172,33.105,NA,NA,NA,10,315.8,NA,NA,12.03,NA,NA,NA,NA,NA,NA,NA,NA,22147,0,NA,259353,NA,NA,1119,-102,906,1014,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/76,106.52,106.52,NA,3086,0.8128,105.3,134.3353,10.224,33.357,NA,NA,NA,9.99,318.2,NA,NA,12.03,NA,NA,NA,NA,NA,NA,NA,NA,21445,0,NA,289588,NA,NA,-336,100,1117,1056,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/15/76,105.78,105.78,NA,3196,0.8081,105.3,134.16364,10.243,33.861,NA,NA,NA,10,342.4,NA,NA,13.84,NA,NA,NA,NA,NA,NA,NA,NA,21120,0,NA,248957,NA,NA,-618,21,1107,1068,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/76,106.79,106.79,NA,3005,0.8039,105.3,134.23851,10.333,38.775,50.542,NA,NA,9.99,339.3,NA,NA,13.84,NA,NA,NA,NA,NA,NA,NA,NA,22294,0,NA,250415,NA,NA,-838,-71,1106,1103,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/15/76,107.8,107.8,NA,3071,0.8033,105.3,133.72511,10.455,39.327,51.361,NA,NA,9.99,314.6,18.595,35.827,13.84,NA,NA,NA,NA,NA,NA,NA,NA,22789,0,NA,277570,NA,NA,-820,101,1152,1049,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/15/76,108.74,108.74,NA,2818,0.8096,105.3,133.8994,10.47,39.747,52.006,NA,NA,9.98,297,19.081,36.444,14.29,NA,NA,NA,NA,NA,NA,NA,NA,22599,0,NA,266539,NA,NA,-580,16,1075,1036,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/76,101.4,101.4,NA,3340,0.8277,86.9,131.66634,10.546,40.19,52.692,NA,NA,10,282.9,19.231,37.058,14.29,NA,NA,NA,NA,NA,NA,NA,NA,22188,0,NA,268784,NA,NA,-719,-11,1110,1134,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/15/76,102.8,102.8,NA,3550,0.9489,92.2,115.71815,10.718,40.785,53.572,NA,NA,10.41,291.4,19.328,37.821,14.29,NA,NA,NA,NA,NA,NA,NA,NA,22752,0,NA,237036,NA,NA,-787,-55,1063,1159,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/15/77,102.4407044,104.2,NA,3809,0.9199,92.2,119.20927,10.769,41.222,54.187,NA,NA,10.4,296.7,19.399,38.115,13.29,NA,NA,NA,NA,NA,NA,NA,NA,20012,0,NA,209005,NA,NA,-455,-69,1175,1190,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/77,101.4,101.4,NA,3831,0.9164,92.5,119.00508,10.961,41.778,54.971,NA,NA,10.4,287.1,19.434,38.394,13.29,NA,NA,NA,NA,NA,NA,NA,NA,20576,0,NA,221257,NA,NA,-715,-194,1106,1346,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/77,98.6,98.6,NA,3731,0.9092,92.5,120.60749,10.975,42.012,55.207,NA,NA,10.4,299.1,19.85,38.937,13.29,NA,NA,NA,NA,NA,NA,NA,NA,20144,0,NA,237864,NA,NA,530,-121,1129,1236,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/15/77,101.98,101.98,NA,3780,0.9043,92.5,121.14738,10.932,42.077,55.253,NA,NA,10.4,295.5,20.432,39.569,13.56,NA,NA,NA,NA,NA,NA,NA,NA,19889,0,NA,213830,NA,NA,1378,-61,1174,1276,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/77,104.12,104.12,NA,3591,0.906,92.5,120.85686,11.026,42.325,55.622,NA,NA,10.41,310,20.836,40.075,13.56,NA,NA,NA,NA,NA,NA,NA,NA,20076,0,NA,253088,NA,NA,599,-112,1153,1239,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/77,103.9,103.9,NA,3312,0.9022,92.5,120.95162,11.101,42.59,56.212,NA,NA,10.41,308.9,21.085,40.744,13.56,NA,NA,NA,NA,NA,NA,NA,NA,20892,0,NA,260089,NA,NA,286,-81,1146,1292,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/15/77,99.5,99.5,NA,3053,0.891,92.5,121.72562,11.128,42.81,56.668,NA,NA,10.41,296.9,21.363,41.397,13.26,NA,NA,NA,NA,NA,NA,NA,NA,22228,0,NA,236979,NA,NA,-700,-145,1127,1257,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/77,104.92,104.92,NA,2701,0.9044,91.5,120.1222,11.224,43.07,57.159,NA,NA,10.41,288.2,21.538,42.025,13.26,NA,NA,NA,NA,NA,NA,NA,NA,21143,0,NA,254358,NA,NA,-803,-137,1193,1270,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/15/77,104.71,104.71,NA,2820,0.9055,91.5,120.54665,11.272,43.277,57.601,NA,NA,10.18,291.1,21.749,42.613,13.26,NA,NA,NA,NA,NA,NA,NA,NA,21022,0,NA,246839,NA,NA,-920,-87,1175,1245,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/15/77,104.5,104.5,NA,3000,0.8929,90.9,120.65766,11.346,43.613,58.158,NA,NA,10.01,305.3,22.118,43.046,9.38,NA,NA,NA,NA,NA,NA,NA,NA,20464,0,NA,254844,NA,NA,-670,-71,1174,1240,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/77,109.36,109.36,NA,2938,0.8868,90,119.86158,11.464,44.049,58.789,NA,NA,9.79,298.2,22.261,43.514,9.38,NA,NA,NA,NA,NA,NA,NA,NA,20927,0,NA,258133,NA,NA,-263,41,1238,1210,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/15/77,112.6133333,112.6133333,NA,2879,0.8816,89.4,119.65036,11.411,44.282,59.347,NA,NA,9.5,322.3,22.414,44.091,9.38,NA,NA,NA,NA,NA,NA,NA,NA,20188,0,NA,221472,NA,NA,-764,96,1239,1197,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/15/78,114.141681,115.8666667,NA,2861,0.8781,89.2,119.09903,11.429,44.545,59.892,NA,NA,9.36,313.9,22.26,44.642,8.67,NA,NA,NA,NA,NA,NA,NA,NA,20392,0,NA,183547,NA,NA,-440,-241,1135,1281,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/78,119.12,119.12,NA,2948,0.8795,88.5,118.59368,11.527,44.983,60.568,NA,NA,9.2,298.9,22.422,45.106,8.67,5995.682099,426.377575,6.639265,7.5,NA,61.224689,NA,NA,20420,0,NA,202004,NA,NA,-324,-40,1171,1251,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/78,114.9,114.9,NA,3262,0.8777,87.5,118.19996,11.687,45.597,61.302,NA,NA,9.2,307.3,22.744,45.641,8.67,6001.067923,403.471702,6.299777,6.6,NA,60.945461,NA,NA,19876,0,NA,230043,NA,NA,-425,-157,1170,1311,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/15/78,110.9,110.9,NA,3229,0.8767,87.5,117.61348,11.758,46.002,61.946,NA,NA,9.17,324.2,23.175,46.064,7.96,6029.701426,402.5534,6.258356,6.2,NA,61.15086,NA,NA,20632,0,NA,232117,NA,NA,786,-58,1228,1355,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/78,109.54,109.54,NA,3182,0.8861,87.3,117.37756,11.971,46.424,62.536,NA,NA,9.1,336.5,23.805,46.739,7.96,6030.868033,398.185004,6.193525,6.2,NA,61.050746,NA,NA,20886,0,NA,258633,NA,NA,1032,-182,1160,1323,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/78,105.69,105.69,NA,3225,0.8781,86.2,116.85513,12.041,46.821,63.095,NA,NA,9.1,332.1,23.837,47.088,7.96,6031.831648,405.158574,6.294224,6.1,NA,61.05247,NA,NA,20832,0,NA,257164,NA,NA,157,-66,1281,1375,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/15/78,101.84,101.84,NA,3293,0.8694,84.7,115.81531,12.15,47.351,63.914,NA,NA,9.1,347.9,23.878,47.408,7.8,6028.700195,398.679024,6.202824,5.9,NA,60.892124,NA,NA,21272,0,NA,221281,NA,NA,-981,-125,1290,1436,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/78,91.46,91.46,NA,3315,0.8656,83.7,114.09845,12.29,48.095,64.816,NA,NA,9,366.9,24.077,47.841,7.8,6033.767745,418.870208,6.491457,6.2,NA,61.044026,NA,NA,21106,0,NA,244850,NA,NA,-514,-289,1206,1431,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/15/78,97.98,97.98,NA,3274,0.8669,83.6,113.56639,12.395,48.579,65.527,NA,NA,9,378.8,24.297,48.448,7.8,6037.866297,405.307934,6.290501,6,NA,60.859881,NA,NA,22062,0,NA,243940,NA,NA,-1006,-227,1200,1429,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/15/78,104.5,104.5,NA,3328,0.8555,82.2,112.98575,12.495,48.982,66.21,NA,NA,8.89,358.7,24.756,49.174,7.62,6034.329137,395.47719,6.150686,5.8,NA,60.668332,NA,NA,22278,0,NA,260430,NA,NA,-772,-274,1279,1489,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/78,103.8,103.8,NA,3226,0.8732,83.2,113.11707,12.655,49.43,66.977,NA,NA,8.8,355.2,24.81,49.79,7.62,6027.065444,408.050246,6.340993,5.8,NA,60.634686,NA,NA,22576,0,NA,275723,NA,NA,-221,-82,1391,1542,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/15/78,105.8333333,105.8333333,NA,3200,0.8756,82.7,113.26424,12.754,49.849,67.732,NA,NA,8.8,366.1,25.043,50.456,7.62,6051.616635,412.78795,6.385553,6.8,NA,60.818336,NA,NA,22228,0,NA,231354,NA,NA,-643,-80,1379,1550,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/15/79,106.1385854,107.8666667,NA,3377,0.8764,82.8,113.39715,13.063,50.499,68.486,NA,NA,8.85,384,24.936,50.95,7.98,6053.36382,410.943475,6.357115,7,NA,60.733231,NA,NA,23160,0,NA,196955,NA,NA,-493,-140,1478,1508,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/79,109.9,109.9,NA,3723,0.8834,82.4,113.43188,13.239,51.145,69.354,NA,NA,9,393.6,25.206,51.734,7.98,6061.605794,404.010273,6.248597,7,NA,60.649032,NA,NA,23530,0,NA,236843,NA,NA,-325,-16,1446,1489,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/79,105.96,105.96,NA,3600,0.8913,82.3,112.96427,13.406,51.704,70.245,NA,NA,9.35,398.2,25.516,52.366,7.98,6053.782949,407.050825,6.300283,6.6,NA,60.495475,NA,NA,23170,0,NA,269581,NA,NA,-456,-57,1464,1529,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/15/79,109.58,109.58,NA,3677,0.9018,82.8,112.90162,13.741,52.325,71.376,NA,NA,9.65,389.1,26.189,53.213,8.76,6063.540097,420.71019,6.488186,6.5,NA,60.645438,NA,NA,23125,0,NA,251888,NA,NA,935,-26,1515,1566,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/79,101.06,101.06,NA,3824,0.9041,83.1,112.92432,13.871,52.755,72.289,NA,NA,9.7,400.2,26.69,53.762,8.76,6068.067741,400.11116,6.185839,6.2,NA,60.413835,NA,NA,23001,0,NA,321687,NA,NA,465,71,1648,1622,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/79,92.54,92.54,NA,3885,0.8993,83.1,113.02571,14.004,53.119,73.071,NA,NA,10,390.8,26.838,54.838,8.76,6097.455324,405.774518,6.239584,6.1,NA,60.639816,NA,NA,23608,0,NA,293123,NA,NA,533,-47,1593,1684,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/15/79,90.36,90.36,NA,3865,0.8861,83.3,113.00423,14.193,53.475,73.787,NA,NA,10.07,398.6,27.127,55.451,9.5,6095.868758,406.735207,6.254959,6,NA,60.566008,NA,NA,22704,0,NA,317785,NA,NA,-1047,25,1636,1587,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/79,94.81,94.81,NA,3667,0.8859,83.5,113.16685,14.463,54.11,74.59,NA,NA,10.07,440.2,27.419,56.261,9.5,6112.19251,398.129613,6.11536,5.8,NA,60.557424,NA,NA,22879,0,NA,307719,NA,NA,-319,-106,1599,1680,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/15/79,99.26,99.26,NA,3858,0.8874,83.5,113.27305,14.51,54.512,75.156,NA,NA,10.07,464.6,27.823,57.166,9.5,6112.383774,403.708763,6.195565,6.1,NA,60.519571,NA,NA,23178,0,NA,289619,NA,NA,-616,99,1729,1593,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/15/79,97.66,97.66,NA,4106,0.8976,83.8,113.44151,14.604,55.111,75.821,NA,NA,10.07,468.1,28.356,57.822,10.18,6150.469093,418.312683,6.368193,6,NA,60.928136,NA,NA,22771,0,NA,313358,NA,NA,-618,120,1926,1711,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/79,98.78,98.78,NA,4148,0.9141,83.6,113.33409,14.662,55.839,76.82,NA,NA,10.08,458.9,28.735,58.8,10.18,6179.198578,398.121712,6.052947,5.5,NA,60.914775,NA,NA,22460,0,NA,320999,NA,NA,-311,127,1940,1797,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/15/79,98.95,98.95,NA,4614,0.9062,83.3,113.44993,14.674,56.367,77.619,NA,NA,10.08,500,29.029,59.47,10.18,6182.298072,401.855125,6.103368,6.4,NA,60.873408,NA,NA,21474,0,NA,254924,NA,NA,-975,218,1863,1794,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/15/80,97.3496638,99.12,NA,6386,0.9006,83.2,112.87067,15.273,57.536,78.883,7.92,NA,10.45,586,28.992,60.163,10.43,6204.591589,405.587816,6.135807,6.7,NA,61.041147,NA,NA,23110,0,NA,245605,NA,NA,-180,-158,1902,1993,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/80,100,100,NA,6495,0.9052,83.5,113.61195,15.339,58.19,80.251,8.2,NA,10.55,605,29.038,61.131,10.43,6219.78287,396.557005,5.993601,6.7,NA,61.013005,NA,NA,23202,0,NA,291019,NA,NA,-182,72,1963,1811,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/80,100.88,100.88,NA,5627,0.9166,84.4,114.60037,15.433,58.471,81.147,9.25,NA,11.2,513,29.342,61.897,10.43,6230.996133,393.031058,5.933416,6.2,NA,60.98898,NA,NA,23460,0,NA,333790,NA,NA,-79,88,1912,1847,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/15/80,97.24,97.24,NA,5225,0.9143,84.5,114.3245,15.54,58.951,81.788,8.98,NA,11.73,529,30.15,62.753,11.02,6241.74962,406.072809,6.108358,6.2,NA,61.125794,NA,NA,23623,0,NA,323122,NA,NA,1137,136,1867,1719,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/80,99.48,99.48,NA,5271,0.8838,84.8,113.93179,15.609,59.491,82.654,10.74,NA,11.78,595,30.894,63.685,11.02,6265.549334,416.220079,6.22919,6.2,NA,61.34552,NA,NA,24125,0,NA,344199,NA,NA,713,-129,1748,1927,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/80,101.72,101.72,NA,5681,0.8667,85,114.44518,15.83,60.197,83.725,10.34,NA,11.76,629,30.838,64.223,11.02,6273.28324,422.439412,6.309094,6.1,NA,61.374008,NA,NA,23239,0,NA,336200,NA,NA,443,157,2040,1923,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/15/80,97.96,97.96,NA,5933,0.8627,85.5,115.25492,16.104,61.04,84.82,10.91,NA,11.78,637,31.27,65.294,9.92,6304.968624,406.944159,6.063013,5.8,NA,61.441318,NA,NA,23228,0,NA,356704,NA,NA,-1155,-80,1921,2075,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/80,101.24,101.24,NA,5533,0.8634,85.8,116.6662,16.255,61.749,85.862,9.58,NA,11.82,660,31.436,66.046,9.92,6313.122421,415.161412,6.170391,5.9,NA,61.497561,NA,NA,23359,0,NA,331431,NA,NA,-332,-238,1738,2023,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/15/80,104.52,104.52,NA,5718,0.8542,85.8,116.7704,16.413,62.318,86.982,9.81,NA,11.78,694,31.291,66.736,9.92,6313.811293,410.683793,6.107281,6,NA,61.356947,NA,NA,23319,0,NA,357284,NA,NA,-977,-417,1829,2093,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
